collection_handle,collection_id,collection_title,handle,product_id,title,ratio_in_collection,tier,sold_out,views_90d,position
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,asteria-dress,10563094708557,Asteria Φόρεμα,1.79,Strong,yes,6985,58
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,phoebe-dress,10564863885645,Phoebe Φόρεμα,1.78,Strong,yes,7952,59
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,lydia,10714458063181,Lydia Κιμονό,1.75,Strong,yes,8163,60
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,thalina-dress-1,10559114215757,Thalina Φόρεμα,1.71,Strong,yes,4040,61
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,solenne,10644069187917,Solenne Φόρεμα,1.64,Strong,yes,7771,62
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,electra-dress,10584479564109,Electra Φόρεμα,1.56,Strong,yes,6501,63
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,astor-kimono,10566045172045,Astor Kimono,1.52,Strong,yes,6537,64
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,rayne-dress,10564896391501,Rayne Φόρεμα,1.45,Average,yes,6940,65
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,calyra-dress,10563075998029,Calyra Φόρεμα,1.44,Average,yes,5681,66
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,melina,10714445873485,Melina Κιμονό,1.34,Average,yes,5012,67
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,lea-dress,10566090916173,Lea Φόρεμα,1.33,Average,yes,4199,68
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,thalassa-limited,10657844953421,Thalassa LIMITED Φόρεμα,1.33,Average,yes,5539,69
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,coralia-dress,10566166413645,Coralia Φόρεμα,1.30,Average,yes,5274,70
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,norah-kimono,10566086492493,Norah Κιμονό,1.27,Average,yes,5492,71
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,copy-2,10588786295117,Linus Φόρεμα,1.24,Average,yes,6068,72
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,calypso-skirt-pink,10559200788813,Calypso Skirt Pink,1.21,Average,yes,4291,73
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,glowen-dress,10564884070733,Glowen Φόρεμα,1.18,Average,yes,4810,74
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,melin-dress,10566165102925,Melin Φόρεμα,1.10,Average,yes,4266,75
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,thalassa-dress,10563128525133,Thalassa Φόρεμα,1.04,Average,yes,3268,76
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,lilu-jumpsuit,10566207308109,Lilu Ολόσωμη φόρμα,1.04,Average,yes,4533,77
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,argenta-cape,10563227615565,Argenta Κάπα,1.03,Average,yes,4111,78
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,nerissa-kimono-blue,10559203049805,Nerissa Κιμονό μπλε,1.01,Average,yes,3085,79
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,ariel-siren-limited,10571427971405,Ariel Siren LIMITED Φόρεμα,1.00,Average,yes,3470,80
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,aria-kimono,10564825186637,Aria Κιμονό,0.97,Average,yes,4029,81
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,elyra-dress,10563404235085,Elyra Φόρεμα,0.97,Average,yes,3912,82
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,nai-dress,10563110994253,Nai Φόρεμα,0.97,Average,yes,4669,83
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,argenta-kimono,10563359539533,Argenta Κιμονό,0.97,Average,yes,3102,84
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,nola-jumpsuit,10566211600717,Nola Ολόσωμη φόρμα,0.96,Average,yes,4818,85
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,argenta-jumpsuit,10563172696397,Argenta Ολόσωμη φόρμα,0.95,Average,yes,3840,86
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,aegea-dress,10563131900237,Aegea Φόρεμα,0.94,Average,yes,4231,87
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,neta-top,10566385434957,Neta Τοπ,0.93,Average,yes,3741,88
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,eris-dress,10566174114125,Eris Φόρεμα,0.92,Average,yes,3586,89
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,s26-5048,10559098978637,Ariel Siren Φόρεμα ροζ,0.89,Average,yes,3979,90
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,aster-kimono,10559208358221,Aster Κιμονό,0.85,Average,yes,3754,91
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,cloe-dress,10566161531213,Cloe Φόρεμα,0.84,Average,yes,3186,92
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,thalia-dress,10563095920973,Thalia Φόρεμα,0.84,Average,yes,3106,93
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,elyra-cape,10563208315213,Elyra Κάπα,0.80,Average,yes,3260,94
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,oceane-jumpsuit,10563149726029,Oceane Ολόσωμη φόρμα,0.78,Average,yes,3272,95
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,kathy-dress,10566165856589,Kathy Φόρεμα,0.78,Average,yes,3403,96
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,monique-kimono,10566047891789,Monique Κιμονό,0.78,Average,yes,3169,97
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,patricia,10697411199309,Patricia Φόρεμα,0.77,Average,yes,3495,98
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,dore-dress,10564872208717,Dore Φόρεμα,0.70,Average,yes,3082,99
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,menda-dress,10566167626061,Menda Φόρεμα,0.69,Average,yes,3291,100
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,zaria-jumpsuit,10563145236813,Zaria Ολόσωμη φόρμα,0.67,Average,yes,2725,101
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,azalea-dress,10566201803085,Azalea Φόρεμα,0.63,Average,yes,2620,102
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,shona-kimono,10564823515469,Shona Κιμονό,0.60,Average,yes,2703,103
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,calypso-shirt-blue,10559144755533,Calypso Πουκάμισο γαλάζιο,0.57,Average,yes,1768,104
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,midas-dress,10566098714957,Midas Φόρεμα,0.54,Average,yes,2333,105
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,byron-dress,10566130303309,Byron Φόρεμα,0.53,Average,yes,2682,106
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,astra-dress,10566182437197,Astra Φόρεμα,0.52,Average,yes,1454,107
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,sonia-dress,10564952752461,Sonia Φόρεμα,0.50,Average,yes,2508,108
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,livia-jumpsuit,10563137044813,Livia Ολόσωμη φόρμα,0.50,Average,yes,2017,109
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,eirys-skirt,10563065413965,Eirys Skirt,0.50,Average,yes,2016,110
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,rayne-pants,10564908613965,Rayne Παντελόνα,0.49,Low,yes,2358,111
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,sylla-dress,10566150095181,Sylla Φόρεμα,0.48,Low,yes,2003,112
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,krista-dress,10566185877837,Krista Φόρεμα,0.48,Low,yes,1672,113
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,myriam-dress,10566163464525,Myriam Φόρεμα,0.47,Low,yes,2321,114
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,indira-top,10563199992141,Indira Τοπ,0.47,Low,yes,1918,115
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,nai-limited-dress,10571365515597,Nai LIMITED Φόρεμα,0.45,Low,yes,1841,116
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,zoe-kimono,10564757815629,Zoe Κιμονό,0.42,Low,yes,1751,117
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,phoebe-limited-edition,10571285266765,Phoebe LIMITED Edition Φόρεμα,0.41,Low,yes,1773,118
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,calypso-pants,10559196856653,Calypso Παντελόνα,0.39,Low,yes,1288,119
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,zaria-skirt,10563065872717,Zaria Skirt,0.39,Low,yes,1598,120
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,indy-top,10563435102541,Indy Τοπ,0.37,Low,yes,1665,121
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,myra-skirt,10563057189197,Myra Skirt,0.36,Low,yes,1257,122
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,myrielle,10657829552461,Myrielle Φόρεμα,0.35,Low,yes,1761,123
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,ophelia-skirt,10563290530125,Ophelia Skirt,0.35,Low,yes,926,124
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,zoe-cape,10563437789517,Zoe Κάπα,0.34,Low,yes,1297,125
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,zelda-dress,10564934369613,Zelda Φόρεμα,0.33,Low,yes,1415,126
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,livia-kimono,10564754964813,Livia Κιμονό,0.32,Low,yes,1062,127
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,parker-dress,10566126928205,Parker Φόρεμα,0.31,Low,yes,1493,128
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,calypso-top-blue,10559164318029,Calypso Τοπ γαλάζιο,0.30,Low,yes,959,129
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,calypso-shirt-pink,10559193186637,Calypso Πουκάμισο ροζ,0.28,Low,yes,859,130
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,zelda-kimono,10566049726797,Zelda Κιμονό,0.26,Low,yes,1059,131
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,arla-top,10566363447629,Arla Τοπ,0.26,Low,yes,1033,132
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,ophelia-top,10563189473613,Ophelia Τοπ,0.25,Low,yes,862,133
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,lyla-kimono,10564749328717,Lyla Κιμονό,0.25,Low,yes,1032,134
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,stella-skirt,10563313762637,Stella Skirt,0.23,Low,yes,1092,135
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,argenta-dress,10564890132813,Argenta Φόρεμα,0.23,Low,yes,820,136
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,melissa-top,10566027510093,Melissa Τοπ,0.23,Low,yes,859,137
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,myra-top-1,10563042214221,Myra Τοπ,0.22,Low,yes,584,138
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,indira-kimono,10563362685261,Indira Κιμονό,0.22,Low,yes,969,139
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,rhia-top,10563437035853,Rhia Τοπ,0.20,Low,yes,963,140
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,opal-top,10563436282189,Opal Τοπ,0.19,Low,yes,890,141
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,debbie-shirt,10564590010701,Debbie Πουκάμισο,0.18,Low,yes,545,142
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,elma-pants,10566039175501,Elma Παντελόνα,0.17,Low,yes,585,143
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,sienna-top,10566393954637,Sienna Τοπ,0.16,Low,yes,783,144
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,shona-top,10564592664909,Shona Τοπ,0.16,Low,yes,467,145
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,sundra-top,10566352666957,Sundra Τοπ,0.15,Low,yes,554,146
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,selma-dress,10566095241549,Selma Φόρεμα,0.12,Low,yes,601,147
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,nyx-skirt,10563049128269,Nyx Skirt,0.12,Low,yes,622,148
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,s26-1008,10563044606285,Eirys Τοπ,0.11,Low,yes,380,149
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,matilda-dress,10566105825613,Matilda Φόρεμα,0.09,Low,yes,459,150
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,nyx-top,10563029533005,Nyx Τοπ,0.08,Low,yes,273,151
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,ines-shirt,10564583817549,Ines Πουκάμισο,0.07,Low,yes,307,152
wedding-baptism,659102695757,Ρούχα και Φορέματα για Γάμο & Βάπτιση,ines-pants-1,10564803887437,Ines Παντελόνα,0.06,Low,yes,308,153
events,659107381581,Φορέματα για βάπτιση,elodie-dress,10566138757453,Elodie Φόρεμα,11.58,Hero,no,38367,1
events,659107381581,Φορέματα για βάπτιση,victoria,10697115926861,Victoria Φόρεμα,4.13,Hero,no,17323,2
events,659107381581,Φορέματα για βάπτιση,sylvia,10714453999949,Sylvia Κιμονό,4.02,Hero,no,12882,3
events,659107381581,Φορέματα για βάπτιση,sophia,10642032361805,Sophia Φόρεμα,2.92,Strong,no,12047,4
events,659107381581,Φορέματα για βάπτιση,nerida,10710349381965,Nerida Φόρεμα,2.85,Strong,no,8969,5
events,659107381581,Φορέματα για βάπτιση,greta-dress,10566155960653,Greta Φόρεμα,2.82,Strong,no,9251,6
events,659107381581,Φορέματα για βάπτιση,rosalie-2,10786210480461,Rosalie Φόρεμα,2.18,Strong,no,4660,7
events,659107381581,Φορέματα για βάπτιση,maeva-dress,10566112903501,Maeva Φόρεμα,1.72,Strong,no,3089,8
events,659107381581,Φορέματα για βάπτιση,zoe-pants,10564703289677,Zoe Παντελόνα,1.58,Strong,no,5365,9
events,659107381581,Φορέματα για βάπτιση,livia-copy,10786186232141,Rose Ολόσωμη φόρμα,1.51,Strong,no,3229,10
events,659107381581,Φορέματα για βάπτιση,nerissa-kimono-pink,10559204852045,Nerissa Κιμονό ροζ,1.44,Average,no,4575,11
events,659107381581,Φορέματα για βάπτιση,eve-copy,10670927511885,Selene Ολόσωμη φόρμα,1.37,Average,no,5395,12
events,659107381581,Φορέματα για βάπτιση,auralis-kimono,10563066659149,Auralis Κιμονό,1.34,Average,no,4655,13
events,659107381581,Φορέματα για βάπτιση,ione-2,10710363537741,Ione Φόρεμα,1.23,Average,no,5338,14
events,659107381581,Φορέματα για βάπτιση,calypso-skirt-blue,10559198298445,Calypso Skirt Blue,1.19,Average,no,3838,15
events,659107381581,Φορέματα για βάπτιση,calypso-top-pink,10559183356237,Calypso Τοπ ροζ,1.09,Average,no,2979,16
events,659107381581,Φορέματα για βάπτιση,meria-dress,10563092447565,Meria Φόρεμα,0.79,Average,no,3030,17
events,659107381581,Φορέματα για βάπτιση,stella-kimono,10564824432973,Stella Κιμονό,0.72,Average,no,2495,18
events,659107381581,Φορέματα για βάπτιση,eve-jumpsuit,10566210683213,Eve Ολόσωμη φόρμα,0.72,Average,no,2843,19
events,659107381581,Φορέματα για βάπτιση,gaia-jumpsuit,10563135537485,Gaia Ολόσωμη φόρμα,0.71,Average,no,2809,20
events,659107381581,Φορέματα για βάπτιση,liberty-dress,10566102974797,Liberty Φόρεμα,0.68,Average,no,2042,21
events,659107381581,Φορέματα για βάπτιση,zale-dress,10563130229069,Zale Φόρεμα,0.66,Average,no,2833,22
events,659107381581,Φορέματα για βάπτιση,myrtle-dress-1,10563103392077,Myrtle Φόρεμα,0.59,Average,no,2200,23
events,659107381581,Φορέματα για βάπτιση,aria-skirt-1,10563312714061,Aria Skirt,0.58,Average,no,2041,24
events,659107381581,Φορέματα για βάπτιση,elyra-pants,10563246784845,Elyra Παντελόνα,0.58,Average,no,2146,25
events,659107381581,Φορέματα για βάπτιση,shona-pants,10564789961037,Shona Παντελόνα,0.58,Average,no,2403,26
events,659107381581,Φορέματα για βάπτιση,ismini-1,10745646252365,Ismini Φούστα,0.57,Average,no,1349,27
events,659107381581,Φορέματα για βάπτιση,elyra-top,10563231154509,Elyra Τοπ,0.54,Average,no,1849,28
events,659107381581,Φορέματα για βάπτιση,lyla-skirt,10563307635021,Lyla Skirt,0.53,Average,no,1538,29
events,659107381581,Φορέματα για βάπτιση,hilda-dress-champagne,10564841374029,Hilda Φόρεμα σαμπανιζέ,0.49,Low,no,1744,30
events,659107381581,Φορέματα για βάπτιση,hilda-dress-dusty-pink,10566100255053,Hilda Dusty Φόρεμα ροζ,0.48,Low,no,1785,31
events,659107381581,Φορέματα για βάπτιση,debbie-pants,10564787011917,Debbie Παντελόνα,0.45,Low,no,1455,32
events,659107381581,Φορέματα για βάπτιση,lyla-top,10563222045005,Lyla Τοπ,0.45,Low,no,1281,33
events,659107381581,Φορέματα για βάπτιση,indira-skirt,10563304816973,Indira Skirt,0.43,Low,no,1345,34
events,659107381581,Φορέματα για βάπτιση,aria-top-1,10563232760141,Aria Τοπ,0.36,Low,no,1141,35
events,659107381581,Φορέματα για βάπτιση,elyra-body,10563024912717,Elyra Κορμάκι,0.34,Low,no,1066,36
events,659107381581,Φορέματα για βάπτιση,zaria-top,10563046768973,Zaria Τοπ,0.31,Low,no,845,37
events,659107381581,Φορέματα για βάπτιση,livia-skirt,10563055878477,Livia Skirt,0.30,Low,no,1034,38
events,659107381581,Φορέματα για βάπτιση,shona-shirt,10564578804045,Shona Πουκάμισο,0.29,Low,no,1224,39
events,659107381581,Φορέματα για βάπτιση,livia-top,10563040510285,Livia Τοπ,0.19,Low,no,594,40
events,659107381581,Φορέματα για βάπτιση,shona-skirt,10564766138701,Shona Skirt,0.15,Low,no,668,41
events,659107381581,Φορέματα για βάπτιση,hilary-dress,10566159991117,Hilary Φόρεμα,4.14,Hero,yes,14803,42
events,659107381581,Φορέματα για βάπτιση,ariel-siren-dress-blue,10559049138509,Ariel Siren Φόρεμα γαλάζιο,3.30,Hero,yes,12733,43
events,659107381581,Φορέματα για βάπτιση,marisa,10671661482317,Marisa Φόρεμα,3.06,Hero,yes,10471,44
events,659107381581,Φορέματα για βάπτιση,elise,10664056750413,Elise Φόρεμα,1.97,Strong,yes,7589,45
events,659107381581,Φορέματα για βάπτιση,phoebe-dress,10564863885645,Phoebe Φόρεμα,1.94,Strong,yes,7952,46
events,659107381581,Φορέματα για βάπτιση,lydia,10714458063181,Lydia Κιμονό,1.91,Strong,yes,8163,47
events,659107381581,Φορέματα για βάπτιση,thalina-dress-1,10559114215757,Thalina Φόρεμα,1.80,Strong,yes,4040,48
events,659107381581,Φορέματα για βάπτιση,electra-dress,10584479564109,Electra Φόρεμα,1.68,Strong,yes,6501,49
events,659107381581,Φορέματα για βάπτιση,calyra-dress,10563075998029,Calyra Φόρεμα,1.56,Strong,yes,5681,50
events,659107381581,Φορέματα για βάπτιση,melina,10714445873485,Melina Κιμονό,1.44,Average,yes,5012,51
events,659107381581,Φορέματα για βάπτιση,thalassa-limited,10657844953421,Thalassa LIMITED Φόρεμα,1.43,Average,yes,5539,52
events,659107381581,Φορέματα για βάπτιση,lea-dress,10566090916173,Lea Φόρεμα,1.42,Average,yes,4199,53
events,659107381581,Φορέματα για βάπτιση,coralia-dress,10566166413645,Coralia Φόρεμα,1.40,Average,yes,5274,54
events,659107381581,Φορέματα για βάπτιση,norah-kimono,10566086492493,Norah Κιμονό,1.38,Average,yes,5492,55
events,659107381581,Φορέματα για βάπτιση,copy-2,10588786295117,Linus Φόρεμα,1.35,Average,yes,6068,56
events,659107381581,Φορέματα για βάπτιση,calypso-skirt-pink,10559200788813,Calypso Skirt Pink,1.29,Average,yes,4291,57
events,659107381581,Φορέματα για βάπτιση,melin-dress,10566165102925,Melin Φόρεμα,1.19,Average,yes,4266,58
events,659107381581,Φορέματα για βάπτιση,lilu-jumpsuit,10566207308109,Lilu Ολόσωμη φόρμα,1.12,Average,yes,4533,59
events,659107381581,Φορέματα για βάπτιση,argenta-cape,10563227615565,Argenta Κάπα,1.12,Average,yes,4111,60
events,659107381581,Φορέματα για βάπτιση,thalassa-dress,10563128525133,Thalassa Φόρεμα,1.11,Average,yes,3268,61
events,659107381581,Φορέματα για βάπτιση,ariel-siren-limited,10571427971405,Ariel Siren LIMITED Φόρεμα,1.08,Average,yes,3470,62
events,659107381581,Φορέματα για βάπτιση,nerissa-kimono-blue,10559203049805,Nerissa Κιμονό μπλε,1.07,Average,yes,3085,63
events,659107381581,Φορέματα για βάπτιση,nai-dress,10563110994253,Nai Φόρεμα,1.06,Average,yes,4669,64
events,659107381581,Φορέματα για βάπτιση,aria-kimono,10564825186637,Aria Κιμονό,1.06,Average,yes,4029,65
events,659107381581,Φορέματα για βάπτιση,nola-jumpsuit,10566211600717,Nola Ολόσωμη φόρμα,1.05,Average,yes,4818,66
events,659107381581,Φορέματα για βάπτιση,elyra-dress,10563404235085,Elyra Φόρεμα,1.05,Average,yes,3912,67
events,659107381581,Φορέματα για βάπτιση,argenta-kimono,10563359539533,Argenta Κιμονό,1.03,Average,yes,3102,68
events,659107381581,Φορέματα για βάπτιση,argenta-jumpsuit,10563172696397,Argenta Ολόσωμη φόρμα,1.03,Average,yes,3840,69
events,659107381581,Φορέματα για βάπτιση,neta-top,10566385434957,Neta Τοπ,1.00,Average,yes,3741,70
events,659107381581,Φορέματα για βάπτιση,eris-dress,10566174114125,Eris Φόρεμα,0.98,Average,yes,3586,71
events,659107381581,Φορέματα για βάπτιση,s26-5048,10559098978637,Ariel Siren Φόρεμα ροζ,0.96,Average,yes,3979,72
events,659107381581,Φορέματα για βάπτιση,elyra-cape,10563208315213,Elyra Κάπα,0.87,Average,yes,3260,73
events,659107381581,Φορέματα για βάπτιση,kathy-dress,10566165856589,Kathy Φόρεμα,0.85,Average,yes,3403,74
events,659107381581,Φορέματα για βάπτιση,oceane-jumpsuit,10563149726029,Oceane Ολόσωμη φόρμα,0.85,Average,yes,3272,75
events,659107381581,Φορέματα για βάπτιση,monique-kimono,10566047891789,Monique Κιμονό,0.84,Average,yes,3169,76
events,659107381581,Φορέματα για βάπτιση,patricia,10697411199309,Patricia Φόρεμα,0.84,Average,yes,3495,77
events,659107381581,Φορέματα για βάπτιση,zaria-jumpsuit,10563145236813,Zaria Ολόσωμη φόρμα,0.73,Average,yes,2725,78
events,659107381581,Φορέματα για βάπτιση,azalea-dress,10566201803085,Azalea Φόρεμα,0.68,Average,yes,2620,79
events,659107381581,Φορέματα για βάπτιση,shona-kimono,10564823515469,Shona Κιμονό,0.65,Average,yes,2703,80
events,659107381581,Φορέματα για βάπτιση,calypso-shirt-blue,10559144755533,Calypso Πουκάμισο γαλάζιο,0.60,Average,yes,1768,81
events,659107381581,Φορέματα για βάπτιση,midas-dress,10566098714957,Midas Φόρεμα,0.58,Average,yes,2333,82
events,659107381581,Φορέματα για βάπτιση,astra-dress,10566182437197,Astra Φόρεμα,0.55,Average,yes,1454,83
events,659107381581,Φορέματα για βάπτιση,livia-jumpsuit,10563137044813,Livia Ολόσωμη φόρμα,0.54,Average,yes,2017,84
events,659107381581,Φορέματα για βάπτιση,eirys-skirt,10563065413965,Eirys Skirt,0.54,Average,yes,2016,85
events,659107381581,Φορέματα για βάπτιση,rayne-pants,10564908613965,Rayne Παντελόνα,0.53,Average,yes,2358,86
events,659107381581,Φορέματα για βάπτιση,sylla-dress,10566150095181,Sylla Φόρεμα,0.52,Average,yes,2003,87
events,659107381581,Φορέματα για βάπτιση,krista-dress,10566185877837,Krista Φόρεμα,0.52,Average,yes,1672,88
events,659107381581,Φορέματα για βάπτιση,myriam-dress,10566163464525,Myriam Φόρεμα,0.51,Average,yes,2321,89
events,659107381581,Φορέματα για βάπτιση,indira-top,10563199992141,Indira Τοπ,0.51,Average,yes,1918,90
events,659107381581,Φορέματα για βάπτιση,nai-limited-dress,10571365515597,Nai LIMITED Φόρεμα,0.49,Low,yes,1841,91
events,659107381581,Φορέματα για βάπτιση,zoe-kimono,10564757815629,Zoe Κιμονό,0.46,Low,yes,1751,92
events,659107381581,Φορέματα για βάπτιση,calypso-pants,10559196856653,Calypso Παντελόνα,0.42,Low,yes,1288,93
events,659107381581,Φορέματα για βάπτιση,zaria-skirt,10563065872717,Zaria Skirt,0.42,Low,yes,1598,94
events,659107381581,Φορέματα για βάπτιση,indy-top,10563435102541,Indy Τοπ,0.41,Low,yes,1665,95
events,659107381581,Φορέματα για βάπτιση,myra-skirt,10563057189197,Myra Skirt,0.38,Low,yes,1257,96
events,659107381581,Φορέματα για βάπτιση,ophelia-skirt,10563290530125,Ophelia Skirt,0.37,Low,yes,926,97
events,659107381581,Φορέματα για βάπτιση,zoe-cape,10563437789517,Zoe Κάπα,0.36,Low,yes,1297,98
events,659107381581,Φορέματα για βάπτιση,zelda-dress,10564934369613,Zelda Φόρεμα,0.36,Low,yes,1415,99
events,659107381581,Φορέματα για βάπτιση,parker-dress,10566126928205,Parker Φόρεμα,0.34,Low,yes,1493,100
